id,user_id,source_latitude,source_longitude,source_address,destination_latitude,destination_longitude,destination_address,departure_time,max_estimated_arrival_time,estimated_arrival_time,detour_duration_minutes,capacity,current_number_of_requests,same_gender,user_gender,dataset_id
dsalex_5k_osrm-drv-000033,dsalex_5k_osrm-user-43426,31.207396912527827,29.919042094714783,,31.2285385,29.9655346,,2025-09-15T17:07:59+00:00,2025-09-15T17:34:41.700000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000034,dsalex_5k_osrm-user-24626,31.2345278,29.9626566,,31.264038,30.0249977,,2025-09-15T17:00:38+00:00,2025-09-15T17:26:35.700000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000035,dsalex_5k_osrm-user-67062,31.2403763,29.9923499,,31.2750392,30.0127408,,2025-09-15T17:05:17+00:00,2025-09-15T17:31:12.300000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000036,dsalex_5k_osrm-user-19806,31.2039481,29.9068966,,31.2590925,29.9999861,,2025-09-15T17:03:30+00:00,2025-09-15T17:23:03.800000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000037,dsalex_5k_osrm-user-20378,31.211978,29.9391881,,31.2287739,29.9716333,,2025-09-15T17:03:35+00:00,2025-09-15T17:36:15.500000+00:00,,20,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000038,dsalex_5k_osrm-user-42310,31.24092275530832,29.96168496728618,,31.2970736,30.0547743,,2025-09-15T17:02:54+00:00,2025-09-15T17:28:18.400000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000039,dsalex_5k_osrm-user-32986,31.2094282,29.9355759,,31.1898752,29.8931953,,2025-09-15T17:04:40+00:00,2025-09-15T17:17:20.600000+00:00,,0,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000040,dsalex_5k_osrm-user-39671,31.1969715,29.8953225,,31.2348486,29.9854514,,2025-09-15T17:01:48+00:00,2025-09-15T17:30:53.100000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000041,dsalex_5k_osrm-user-99571,31.2686291,29.9951329,,31.2428161,30.0034202,,2025-09-15T17:10:22+00:00,2025-09-15T17:21:38.100000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000042,dsalex_5k_osrm-user-46352,31.1969464,29.8930547,,31.2608123,29.9845011,,2025-09-15T17:03:06+00:00,2025-09-15T17:29:40.700000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000043,dsalex_5k_osrm-user-44633,31.2043914,29.9286838,,31.272073,30.0175546,,2025-09-15T17:00:57+00:00,2025-09-15T17:35:39.500000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000044,dsalex_5k_osrm-user-37992,31.21536828780001,29.92711575812953,,31.2411027,29.9876281,,2025-09-15T17:05:03+00:00,2025-09-15T17:29:13.500000+00:00,,10,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000045,dsalex_5k_osrm-user-74331,31.1998916,29.8961874,,31.2361086,29.9775535,,2025-09-15T17:08:54+00:00,2025-09-15T17:41:51.500000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000046,dsalex_5k_osrm-user-70366,31.2291018,29.9510336,,31.2668031,30.0115404,,2025-09-15T17:02:08+00:00,2025-09-15T17:18:06.800000+00:00,,0,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000047,dsalex_5k_osrm-user-44258,31.278791638822128,30.0356016462311,,31.1900238,29.9055663,,2025-09-15T17:04:12+00:00,2025-09-15T17:52:50.300000+00:00,,20,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000048,dsalex_5k_osrm-user-42188,31.2078774,29.9292379,,31.2592661,29.9825233,,2025-09-15T17:05:38+00:00,2025-09-15T17:30:51.600000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000049,dsalex_5k_osrm-user-20531,31.2591603,29.9821453,,31.20081231990477,29.93314042451272,,2025-09-15T17:02:51+00:00,2025-09-15T17:29:40+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000050,dsalex_5k_osrm-user-20970,31.257719,29.9879757,,31.2263452,29.9664749,,2025-09-15T17:09:51+00:00,2025-09-15T17:33:03.800000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000051,dsalex_5k_osrm-user-83358,31.306484590186,30.06072620659033,,31.2068186,29.9334446,,2025-09-15T17:04:40+00:00,2025-09-15T17:44:46.300000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000052,dsalex_5k_osrm-user-61271,31.2519316,29.9789272,,31.2044248,29.9347292,,2025-09-15T17:04:59+00:00,2025-09-15T17:28:00.900000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000053,dsalex_5k_osrm-user-55793,31.205068455901,29.922433667371482,,31.2407672,29.9682221,,2025-09-15T17:08:37+00:00,2025-09-15T17:21:24.500000+00:00,,0,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000054,dsalex_5k_osrm-user-19318,31.1916461,29.8950166,,31.2782339,30.0194865,,2025-09-15T17:04:22+00:00,2025-09-15T17:28:56.700000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000055,dsalex_5k_osrm-user-58347,31.248959926481902,29.97801608467724,,31.210596755259793,29.948167309977077,,2025-09-15T17:08:20+00:00,2025-09-15T17:29:47.400000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000056,dsalex_5k_osrm-user-94271,31.2449708,29.9664146,,31.2069884,29.9536738,,2025-09-15T17:02:49+00:00,2025-09-15T17:31:42.100000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000057,dsalex_5k_osrm-user-64984,31.206195186284205,29.921703453944854,,31.2803022,30.0119287,,2025-09-15T17:09:52+00:00,2025-09-15T17:52:45.500000+00:00,,25,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000058,dsalex_5k_osrm-user-67296,31.246470093991665,29.975294039759092,,31.2199711,29.9689832,,2025-09-15T17:03:29+00:00,2025-09-15T17:27:53.300000+00:00,,10,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000059,dsalex_5k_osrm-user-47442,31.2013572,29.9068506,,31.2256688,29.9745357,,2025-09-15T17:03:26+00:00,2025-09-15T17:37:04.300000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000060,dsalex_5k_osrm-user-88765,31.2462134,29.975667,,31.2001325,29.9404401,,2025-09-15T17:03:22+00:00,2025-09-15T17:36:34.800000+00:00,,15,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000061,dsalex_5k_osrm-user-57194,31.2729864,30.0047421,,31.2293832,29.960886,,2025-09-15T17:06:12+00:00,2025-09-15T17:19:20.600000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000062,dsalex_5k_osrm-user-39551,31.1964551,29.9022358,,31.3188499,30.0580667,,2025-09-15T17:02:52+00:00,2025-09-15T17:42:53.700000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000063,dsalex_5k_osrm-user-91859,31.203717,29.9079332,,31.2520417,30.0224604,,2025-09-15T17:00:21+00:00,2025-09-15T17:25:14.900000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000064,dsalex_5k_osrm-user-55262,31.204352554433243,29.920372126195996,,31.2650162,30.0070146,,2025-09-15T17:08:10+00:00,2025-09-15T17:38:41.100000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000065,dsalex_5k_osrm-user-49867,31.2018734,29.9104184,,31.2601715,30.0128465,,2025-09-15T17:05:49+00:00,2025-09-15T17:49:38+00:00,,25,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000066,dsalex_5k_osrm-user-53470,31.2296564,29.9502264,,31.192788,29.9091679,,2025-09-15T17:07:22+00:00,2025-09-15T17:32:16.100000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000067,dsalex_5k_osrm-user-32463,31.2001856,29.8983959,,31.2197106,29.9866328,,2025-09-15T17:02:05+00:00,2025-09-15T17:40:25.500000+00:00,,15,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000068,dsalex_5k_osrm-user-73618,31.2468033,29.9771482,,31.1894186,29.9015129,,2025-09-15T17:10:07+00:00,2025-09-15T17:38:43.200000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000069,dsalex_5k_osrm-user-70344,31.21233406323474,29.88434128600764,,31.268847,29.9898916,,2025-09-15T17:06:08+00:00,2025-09-15T17:25:11+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000070,dsalex_5k_osrm-user-69416,31.1951922,29.9154382,,31.277179677153573,30.00572443156484,,2025-09-15T17:02:49+00:00,2025-09-15T17:33:12.800000+00:00,,10,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000071,dsalex_5k_osrm-user-35416,31.2083488,29.8815197,,31.2348828,30.0018127,,2025-09-15T17:10:40+00:00,2025-09-15T17:44:13.300000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000072,dsalex_5k_osrm-user-88538,31.2085873,29.88147,,31.2611174,30.0095111,,2025-09-15T17:07:34+00:00,2025-09-15T17:37:10.200000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000073,dsalex_5k_osrm-user-40242,31.1970867,29.8984825,,31.256936,30.0043313,,2025-09-15T17:05:22+00:00,2025-09-15T17:27:54.700000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000074,dsalex_5k_osrm-user-95548,31.223296,29.9418078,,31.1959038,29.8882641,,2025-09-15T17:02:08+00:00,2025-09-15T17:24:17.400000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000075,dsalex_5k_osrm-user-14071,31.1923271,29.9137596,,31.269389,30.0162534,,2025-09-15T17:05:26+00:00,2025-09-15T17:43:01.500000+00:00,,10,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000076,dsalex_5k_osrm-user-43974,31.313017361215806,30.063693441280932,,31.2635948,29.9932932,,2025-09-15T17:02:42+00:00,2025-09-15T17:20:59.500000+00:00,,0,1,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000077,dsalex_5k_osrm-user-79556,31.271546534052938,30.024652174910873,,31.2183888,29.93012,,2025-09-15T17:10:05+00:00,2025-09-15T17:48:56.100000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000078,dsalex_5k_osrm-user-26238,31.2007854,29.9087097,,31.2339769,29.9778767,,2025-09-15T17:10:46+00:00,2025-09-15T17:29:50+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000079,dsalex_5k_osrm-user-41269,31.21064625958611,29.917849088411703,,31.2633817,30.0143789,,2025-09-15T17:00:54+00:00,2025-09-15T17:29:02.600000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000080,dsalex_5k_osrm-user-69765,31.1911004,29.9029881,,31.2696396,30.0123122,,2025-09-15T17:10:41+00:00,2025-09-15T17:54:09.600000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000081,dsalex_5k_osrm-user-30516,31.2654734,29.9982302,,31.192227,29.9079019,,2025-09-15T17:07:28+00:00,2025-09-15T17:55:30.200000+00:00,,25,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000082,dsalex_5k_osrm-user-68915,31.2123904,29.9406952,,31.2627265,30.0062853,,2025-09-15T17:06:25+00:00,2025-09-15T17:47:39.900000+00:00,,25,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000083,dsalex_5k_osrm-user-53434,31.2154155,29.9447672,,31.2569956,30.0002369,,2025-09-15T17:03:59+00:00,2025-09-15T17:30:27.700000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000084,dsalex_5k_osrm-user-31307,31.207248117008987,29.90897037898496,,31.2196471,29.9653576,,2025-09-15T17:09:26+00:00,2025-09-15T17:37:40+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000085,dsalex_5k_osrm-user-74355,31.2377873,29.9620771,,31.3194216,30.0643431,,2025-09-15T17:03:01+00:00,2025-09-15T17:32:30.600000+00:00,,10,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000086,dsalex_5k_osrm-user-84248,31.296259219498374,30.07242569602325,,31.226398500000002,29.973654950000004,,2025-09-15T17:02:07+00:00,2025-09-15T17:43:08.200000+00:00,,15,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000087,dsalex_5k_osrm-user-37956,31.30354566264502,30.06023904075971,,31.2331989,29.9892962,,2025-09-15T17:05:09+00:00,2025-09-15T17:40:54.200000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000088,dsalex_5k_osrm-user-37499,31.2412802,29.9980108,,31.225440086538725,29.96440148400798,,2025-09-15T17:09:06+00:00,2025-09-15T17:22:12.500000+00:00,,0,2,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000089,dsalex_5k_osrm-user-54852,31.251513,29.9753775,,31.2958884,30.0545399,,2025-09-15T17:00:11+00:00,2025-09-15T17:13:15.100000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000090,dsalex_5k_osrm-user-97938,31.21536828780001,29.92711575812953,,31.2374124,29.9859966,,2025-09-15T17:07:39+00:00,2025-09-15T17:22:37.200000+00:00,,0,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000091,dsalex_5k_osrm-user-38241,31.2103982,29.8818928,,31.188582,29.9165524,,2025-09-15T17:01:16+00:00,2025-09-15T17:27:05.500000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000092,dsalex_5k_osrm-user-18590,31.2423876,29.9625692,,31.1990906,29.9310225,,2025-09-15T17:06:14+00:00,2025-09-15T17:36:02.400000+00:00,,15,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000093,dsalex_5k_osrm-user-17964,31.275095877661922,30.021205119372294,,31.2076599,29.880206,,2025-09-15T17:02:36+00:00,2025-09-15T17:29:02+00:00,,0,1,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000094,dsalex_5k_osrm-user-82745,31.278791638822128,30.0356016462311,,31.22977655590379,29.971296186686864,,2025-09-15T17:07:31+00:00,2025-09-15T17:41:19.400000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000095,dsalex_5k_osrm-user-43529,31.20989742810709,29.91972365417472,,31.21942462294648,29.988563090177898,,2025-09-15T17:07:23+00:00,2025-09-15T17:39:11.800000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000096,dsalex_5k_osrm-user-45626,31.2168583,29.941556,,31.2312878,30.000021,,2025-09-15T17:00:40+00:00,2025-09-15T17:35:39.500000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000097,dsalex_5k_osrm-user-33915,31.2101759,29.9367866,,31.2362916,29.9811635,,2025-09-15T17:06:21+00:00,2025-09-15T17:21:44.200000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000098,dsalex_5k_osrm-user-98510,31.200010367707687,29.894376477467986,,31.2386327,29.9808696,,2025-09-15T17:00:33+00:00,2025-09-15T17:32:31.800000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000099,dsalex_5k_osrm-user-36797,31.2508335,29.984435,,31.1971602,29.9358259,,2025-09-15T17:03:54+00:00,2025-09-15T17:40:29.100000+00:00,,15,1,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000100,dsalex_5k_osrm-user-57966,31.2076441,29.9337424,,31.2654282,30.0232428,,2025-09-15T17:07:13+00:00,2025-09-15T17:41:13.800000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000101,dsalex_5k_osrm-user-93018,31.2000705,29.9016678,,31.3228701,30.0617976,,2025-09-15T17:01:42+00:00,2025-09-15T17:40:23.900000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000102,dsalex_5k_osrm-user-24409,31.2308163,29.9492136,,31.2510363,29.9982487,,2025-09-15T17:04:06+00:00,2025-09-15T17:33:36.100000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000103,dsalex_5k_osrm-user-21539,31.2142751,29.9453354,,31.2735671,30.0178523,,2025-09-15T17:05:24+00:00,2025-09-15T17:24:46.200000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000104,dsalex_5k_osrm-user-14396,31.2003808,29.9004728,,31.2219975,29.9454984,,2025-09-15T17:04:28+00:00,2025-09-15T17:23:48.400000+00:00,,10,2,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000105,dsalex_5k_osrm-user-57713,31.3041925851712,30.062121557506366,,31.2345187,29.9792761,,2025-09-15T17:10:30+00:00,2025-09-15T17:46:31.100000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000106,dsalex_5k_osrm-user-84469,31.1973383,29.8982311,,31.2510374,30.0029755,,2025-09-15T17:06:03+00:00,2025-09-15T17:49:10.600000+00:00,,20,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000107,dsalex_5k_osrm-user-68711,31.204361861430964,29.926306565696628,,31.2418992,29.9796865,,2025-09-15T17:09:48+00:00,2025-09-15T17:40:12.700000+00:00,,15,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000108,dsalex_5k_osrm-user-87907,31.2392452,29.96397,,31.1887566,29.8955114,,2025-09-15T17:10:51+00:00,2025-09-15T17:39:07.200000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000109,dsalex_5k_osrm-user-33533,31.207415,29.9332092,,31.2412384,30.0062969,,2025-09-15T17:02:33+00:00,2025-09-15T17:32:52+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000110,dsalex_5k_osrm-user-14468,31.241071117790458,29.961990636681794,,31.1854501,29.8987918,,2025-09-15T17:07:53+00:00,2025-09-15T17:34:38.200000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000111,dsalex_5k_osrm-user-76006,31.2211084,29.9321321,,31.1902687,29.9000484,,2025-09-15T17:10:42+00:00,2025-09-15T17:22:00+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000112,dsalex_5k_osrm-user-33600,31.2007209,29.9137899,,31.2223694,29.9770311,,2025-09-15T17:10:06+00:00,2025-09-15T17:29:49+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000113,dsalex_5k_osrm-user-22182,31.3096754,30.0620238,,31.2385664,29.9766844,,2025-09-15T17:08:29+00:00,2025-09-15T17:29:05+00:00,,0,2,0,True,female,alex_5k_osrm
